,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
847,0.08794512748718261,0.060369193416393796,0.0028002262115478516,0.00040018644793010877,friedman_mse,13,,3,15,"{'criterion': 'friedman_mse', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 15}",-0.01588785549205309,-0.013029381425590243,-0.011892288359136348,-0.013626099094381146,-0.011214989177464368,-0.01313012270972504,0.0016162426677376785,76
123,0.015311050415039062,0.0018017802856531155,0.0026020526885986326,0.000491985490696596,squared_error,13,,2,15,"{'criterion': 'squared_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.016126888338955394,-0.013571265816650985,-0.010492138053789637,-0.013597283481220539,-0.011872746966028466,-0.013132064531329004,0.0018938526139158968,77
784,0.01419973373413086,0.002399325576311611,0.0027995586395263674,0.0009808930290530495,friedman_mse,10,,3,7,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.01610929121129728,-0.012138729356789913,-0.01272304100349395,-0.013723889025430081,-0.011003770941275734,-0.013139744307657391,0.0017261221661094399,78
846,0.0658559799194336,0.06230249916123493,0.0027103424072265625,0.0011651899170667206,friedman_mse,13,,3,13,"{'criterion': 'friedman_mse', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.015723604034356634,-0.013270151076323696,-0.011716957646394582,-0.013856928589126133,-0.01113734762951464,-0.013140997795143139,0.001627365772658883,79
962,0.04334440231323242,0.05587676182097764,0.0023421764373779295,0.00028233533371865437,friedman_mse,18,,2,13,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.01643285891808091,-0.014339154192701252,-0.009321425832574682,-0.013596523902928946,-0.012020741386091474,-0.013142140846475452,0.0023800642977458274,80
60,0.014154958724975585,0.0005470414289614819,0.05844159126281738,0.06768843776414815,squared_error,10,,2,7,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.015367913059794841,-0.01190207114164572,-0.012963832263877258,-0.01390545759405817,-0.01157431503352871,-0.01314271781858094,0.001383065966716533,81
1023,0.019049358367919923,0.00717396915106706,0.0031340599060058595,0.00042037568484245283,friedman_mse,20,,2,15,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.015736600502073185,-0.013989583370391686,-0.010526514054374717,-0.013566889980653047,-0.011914232510805001,-0.013146764083659529,0.0017876771010226816,82
1025,0.016312074661254884,0.0018769173788846473,0.0027111530303955077,0.00039463870006213597,friedman_mse,20,,3,10,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.015838221657036973,-0.012797647222496057,-0.012149029054458563,-0.013798033334444956,-0.011186229322769097,-0.01315383211824113,0.001589270275355842,83
127,0.014186811447143555,0.0020785728288032434,0.0027128219604492187,0.0007435752624617847,squared_error,13,,3,15,"{'criterion': 'squared_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 15}",-0.016126376458663313,-0.01304144965808565,-0.011790584093030241,-0.013665180609901717,-0.011161235610744941,-0.013156965286085173,0.0017285232939867378,84
62,0.09335265159606934,0.06636571012435949,0.002599668502807617,0.0008000498462733603,squared_error,10,,2,13,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.016214715621721998,-0.013923770991817923,-0.010908894676809777,-0.013267020609496258,-0.011495739971504099,-0.01316202837427001,0.001884850291955599,85
906,0.021875810623168946,0.009254808463399256,0.003313922882080078,0.0004084694253307279,friedman_mse,15,,3,13,"{'criterion': 'friedman_mse', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.015579235392221438,-0.013399985163804484,-0.011863905670839395,-0.013804732124437002,-0.011163506663040512,-0.013162273002868565,0.00154866346221507,86
184,0.039195919036865236,0.04633581452087247,0.03299260139465332,0.060481573351739815,squared_error,15,,3,7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.016133700402984175,-0.013122322432586528,-0.011321979538274286,-0.014285977919560471,-0.01098280029649987,-0.013169356117981066,0.0019094617065056447,87
180,0.014429473876953125,0.0004077887456964721,0.002599954605102539,0.0004893977004113274,squared_error,15,,2,7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.015341319289605007,-0.013523325259959829,-0.011927912146370293,-0.013030638287564799,-0.01203191315605043,-0.013171021627910071,0.0012407180635033053,88
1024,0.015082740783691406,0.0014171775031264564,0.002509784698486328,0.00044724700724649774,friedman_mse,20,,3,7,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.015921073196705778,-0.013193217285641639,-0.012034003905064606,-0.013501157274782656,-0.011269034080102462,-0.013183697148459428,0.00158630567127321,89
63,0.012707328796386719,0.0008630511454381018,0.002401304244995117,0.0004909074879530815,squared_error,10,,2,15,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.01599479225266384,-0.013564554717454779,-0.011661540330054487,-0.01317185544955633,-0.011586107900302388,-0.013195770130006366,0.0016072319309796226,90
966,0.017856121063232422,0.006738204338850752,0.002899503707885742,0.0007882037540260525,friedman_mse,18,,3,13,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.01579805725051667,-0.013395363366898422,-0.011835046962367892,-0.013863070044538874,-0.011121752274032904,-0.013202657979670953,0.001637675504317127,91
1026,0.015224170684814454,0.00034729125603217913,0.0030183315277099608,0.0009131772381072705,friedman_mse,20,,3,13,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.01586700021432963,-0.01339493574343134,-0.011856843327886108,-0.013798705181281127,-0.011121312574463728,-0.013207759408278386,0.0016513054349960102,92
246,0.06856746673583984,0.06400897827898021,0.00300140380859375,0.0010951927753530429,squared_error,18,,3,13,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.016521742103122246,-0.013393998791396433,-0.011837532465577009,-0.013744632129346995,-0.010542982776142499,-0.013208177653117038,0.0020141476722035498,93
964,0.07416906356811523,0.06831943889988454,0.026743030548095702,0.046711948077684515,friedman_mse,18,,3,7,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.016221836076620144,-0.013043131879369537,-0.011952107978345634,-0.013476967960934711,-0.01135697592206727,-0.013210203963467459,0.0016844146625943194,94
185,0.013396644592285156,0.00037406483424348117,0.0019989490509033205,1.3006383606897217e-06,squared_error,15,,3,10,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.01610458183650756,-0.013009329538854208,-0.012048356074322975,-0.013763850257077227,-0.011150708897985109,-0.013215365320949416,0.001692074186850922,95
789,0.07016024589538575,0.06685829380294976,0.0031502246856689453,0.000994834712213633,friedman_mse,10,,5,10,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.014402731575099819,-0.014896091906392236,-0.010253427787178556,-0.014591741566401072,-0.01199266165558953,-0.013227330898132241,0.0018108812427992925,96
1022,0.014915084838867188,0.0006591864481773537,0.00336456298828125,0.0003790877600071084,friedman_mse,20,,2,13,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.016379098231740483,-0.01363748026003264,-0.010650249038816771,-0.013671471655931255,-0.011919212987104359,-0.013251502434725101,0.0019312546647122497,97
788,0.03979959487915039,0.048694690905856645,0.0321990966796875,0.05690574627044874,friedman_mse,10,,5,7,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.014402924708232043,-0.01515922257096443,-0.010253427787178556,-0.014598979648296581,-0.011876425694981865,-0.013258196081930695,0.0018793577530164354,98
186,0.03551459312438965,0.04123782966506404,0.0024061203002929688,0.0004965744481787163,squared_error,15,,3,13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.0158602735039116,-0.013414347488185869,-0.01312738838406291,-0.013759560439452399,-0.010189815152248094,-0.013270276993572175,0.0018153731755196948,99
247,0.0336000919342041,0.03970859647691474,0.0026004791259765627,0.0004897267906683408,squared_error,18,,3,15,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 15}",-0.016070783389119,-0.013178257563272093,-0.01326708702589255,-0.013647061045888483,-0.010188558046223132,-0.013270349414079053,0.0018703086210169464,100
304,0.014597034454345703,0.0004937708889767041,0.0025086402893066406,0.00044772929609470855,squared_error,20,,3,7,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.01612711048560732,-0.013322973998078002,-0.0122185538622613,-0.013417369190793976,-0.01130243902271588,-0.013277689311891296,0.001622599383837242,101
901,0.06402225494384765,0.06012510356795307,0.00260467529296875,0.0004893832836924421,friedman_mse,15,,2,10,"{'criterion': 'friedman_mse', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.016442719126392908,-0.0129701701513581,-0.010988629395404114,-0.014052633349532844,-0.011983530541523185,-0.01328753651284223,0.0018775876762277444,102
243,0.0156005859375,0.001018720797157638,0.0023995399475097655,0.0004914608773814002,squared_error,18,,2,15,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.016348622701468182,-0.013063287778427687,-0.01163608706693393,-0.013564699577920098,-0.011877990547435383,-0.013298137534437057,0.0016858765498349944,103
1020,0.01709613800048828,0.0015992001262478647,0.003536081314086914,0.0007067434922788691,friedman_mse,20,,2,7,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.01594290263446301,-0.013452457984020198,-0.011804665329999527,-0.013187258605826441,-0.012129191828995795,-0.013303295276660996,0.0014579198639470886,104
71,0.04080963134765625,0.059076160442282734,0.03073263168334961,0.05546557903932883,squared_error,10,,5,15,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.014046360227147236,-0.015062029024165036,-0.011053268369731691,-0.014610041143875693,-0.011823668164083612,-0.013319073385800653,0.0015876742365657534,105
303,0.014024734497070312,0.0007186278485018585,0.002306079864501953,0.0004027358169600959,squared_error,20,,2,15,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.016592791761353767,-0.01401031999988875,-0.010544649481547886,-0.013679711854123897,-0.012002386536278043,-0.013365971926638468,0.002036919678499291,106
121,0.039174461364746095,0.048976675817855114,0.05454339981079102,0.06437410937663483,squared_error,13,,2,10,"{'criterion': 'squared_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.01652285247897929,-0.013158571816150547,-0.012406676826916397,-0.01410132889053942,-0.010658042446109439,-0.013369494491739017,0.0019392125520159098,107
306,0.03486700057983398,0.04240038230174046,0.002601480484008789,0.0004882133192626853,squared_error,20,,3,13,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.015840046154913773,-0.01339830857397473,-0.013178501751905197,-0.013740001727496806,-0.010842411654274648,-0.013399853972513032,0.0015912101550211004,108
69,0.058558988571166995,0.058410340032039494,0.0027093887329101562,0.0006109211171617064,squared_error,10,,5,10,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.014402731575099819,-0.014896091906392236,-0.011124912517528895,-0.014589579681019848,-0.012058757261645335,-0.01341441458833723,0.001525305061675924,109
902,0.018067455291748045,0.004680742591976577,0.002899026870727539,0.0006536767989313733,friedman_mse,15,,2,13,"{'criterion': 'friedman_mse', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.016399862844629992,-0.014426252430008052,-0.010934389864565493,-0.013613076994241776,-0.011848768245617704,-0.013444470075812603,0.0019273525001779793,110
182,0.06441793441772461,0.059406627710576566,0.03628134727478027,0.06656169893270372,squared_error,15,,2,13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.016440021215148412,-0.014620181661759825,-0.010581685198273781,-0.013641196952453851,-0.011943685912979436,-0.01344535418812306,0.0020416763835584984,111
851,0.012534475326538086,0.001251306460003273,0.002359485626220703,0.0003788000087119091,friedman_mse,13,,5,15,"{'criterion': 'friedman_mse', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.013820222814378745,-0.015355823679150109,-0.011506619208889632,-0.014844533740481503,-0.011706198865069357,-0.01344667966159387,0.0015831278758106438,112
131,0.046584796905517575,0.0686849865753128,0.0023030757904052733,0.0005964099805395862,squared_error,13,,5,15,"{'criterion': 'squared_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.013820222814378745,-0.015344105121560018,-0.01150661920888963,-0.014875981052348431,-0.01170619886506936,-0.013450625412449239,0.0015859186894164306,113
183,0.08199000358581543,0.054980033476640815,0.0031759262084960936,0.0007124459932503493,squared_error,15,,2,15,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.0166541637553821,-0.0132121354077021,-0.011933372615271932,-0.013593410497583697,-0.011865440150621511,-0.013451704485312266,0.0017409644178103785,114
305,0.06183156967163086,0.05784490392537068,0.0029993057250976562,0.0006317334219594212,squared_error,20,,3,10,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.016662819289313544,-0.012712457647677656,-0.013375057810736116,-0.01370430805379344,-0.010835118127367918,-0.013457952185777732,0.0018854048078190996,115
191,0.08127756118774414,0.05327391565614013,0.0032012939453125,0.0007492109738508294,squared_error,15,,5,15,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.013771386359527914,-0.01542397961226784,-0.01150249970831581,-0.014828036503699878,-0.011791390561417208,-0.013463458549045728,0.0015774477043897796,116
1031,0.06423225402832031,0.06310355309322382,0.002447175979614258,0.0003895025989654859,friedman_mse,20,,5,15,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.013782115090186826,-0.015447729572343421,-0.011489450448588848,-0.014844339172603657,-0.011786333500452753,-0.013469993556835102,0.0015909083983235456,117
